City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
129,rongelap,11.1635,166.8941,28.02,72,100,6.03,MH,1724524101
130,camana,-16.6228,-72.7111,16.7,77,92,3.22,PE,1724524102
131,nadym,65.5333,72.5167,12.15,80,89,3.53,RU,1724523854
132,anadyr,64.75,177.4833,7.28,75,0,3.0,RU,1724524104
133,quellon,-43.1167,-73.6167,8.2,78,100,4.13,CL,1724524106
134,callao,-12.0667,-77.15,19.29,72,100,3.6,PE,1724523851
135,colonia,50.9333,6.95,29.58,49,0,4.12,DE,1724523939
136,st. john's,47.5649,-52.7093,23.49,57,40,9.77,CA,1724523818
137,kapuskasing,49.4169,-82.4331,22.0,78,75,3.09,CA,1724523962
138,utrik,11.2278,169.8474,27.85,75,100,5.0,MH,1724524112
139,iskateley,67.6803,53.1512,16.87,76,78,3.7,RU,1724524113
140,hithadhoo,-0.6,73.0833,28.2,73,19,2.4,MV,1724524114
141,amqui,48.4638,-67.4313,26.2,45,11,4.88,CA,1724524037
142,awjilah,29.1081,21.2869,35.61,29,0,3.51,LY,1724524117
143,yangambi,0.8102,24.4336,25.83,58,79,0.27,CD,1724524118
144,invercargill,-46.4,168.35,7.23,97,100,1.79,NZ,1724524055
145,nelson bay,-32.7167,152.15,18.94,73,99,3.58,AU,1724524120
146,beau vallon,-20.4189,57.6953,21.13,68,75,6.17,MU,1724524121
147,onega,63.9061,38.1404,15.43,85,98,4.91,RU,1724524123
148,saint-julien-les-villas,48.2667,4.1,25.98,69,0,6.17,FR,1724524124
149,kibondo,-3.5864,30.7203,21.7,37,66,1.34,TZ,1724524125
150,gemena,3.25,19.7667,22.59,93,87,1.8,CD,1724524128
151,cabo san lucas,22.8909,-109.9124,33.2,55,20,5.66,MX,1724524027
152,labrador city,52.9463,-66.9114,24.95,36,20,3.6,CA,1724524130
153,howard springs,-12.497,131.047,24.95,91,73,0.82,AU,1724524131
154,nova sintra,14.8667,-24.7167,27.14,80,11,8.88,CV,1724524133
155,pisco,-13.7,-76.2167,18.9,77,0,4.12,PE,1724524134
156,sant lluis,39.8526,4.2594,26.22,83,20,4.63,ES,1724524135
157,aasiaat,68.7098,-52.8699,4.11,99,100,1.84,GL,1724524136
158,arraial do cabo,-22.9661,-42.0278,25.98,69,40,4.12,BR,1724524109
159,margate,51.3813,1.3862,16.04,86,100,0.45,GB,1724524139
160,bazarak,35.3129,69.5152,14.65,38,9,4.82,AF,1724524140
161,murzuq,25.9155,13.9184,36.43,25,0,5.92,LY,1724524141
162,san felipe,10.3399,-68.7425,34.41,39,95,1.2,VE,1724524142
163,beaufort-en-vallee,47.4397,-0.2189,20.17,65,75,4.92,FR,1724524144
164,west bay,19.3667,-81.4167,32.04,70,40,5.14,KY,1724524145
165,oktyabr'sk,53.1672,48.7006,22.55,46,46,2.09,RU,1724524147
166,hilo,19.7297,-155.09,25.06,100,100,5.66,US,1724524149
167,yokadouma,3.5167,15.05,21.78,96,100,1.57,CM,1724524150
168,arkalyk,50.2486,66.9114,12.34,73,65,2.81,KZ,1724524151
169,remire-montjoly,4.9167,-52.2667,32.02,70,75,6.17,GF,1724524152
170,bikenibeu village,1.3673,173.1241,26.98,89,20,0.0,KI,1724523867
171,conduaga,8.862,117.4893,25.75,88,100,0.58,PH,1724524155
172,thinadhoo,0.5333,72.9333,28.02,72,31,1.21,MV,1724524156
173,phalodi,27.1333,72.3667,33.51,49,98,2.79,IN,1724524157
174,mil'kovo,55.6078,37.7956,20.19,64,80,2.72,RU,1724524158
175,waingapu,-9.6567,120.2641,24.11,81,0,3.27,ID,1724524160
176,san patricio,28.017,-97.5169,33.97,37,13,6.18,US,1724524161
177,college,64.8569,-147.8028,8.38,87,75,2.57,US,1724524162
178,bila tserkva,49.8094,30.1121,21.4,35,37,3.68,UA,1724524163
179,ravar,31.2656,56.8055,29.92,11,0,4.02,IR,1724524164
180,huaral,-11.495,-77.2078,20.0,62,29,4.17,PE,1724524167
181,cuenca,-2.8833,-78.9833,22.07,28,75,6.69,EC,1724524168
182,afaahiti,-17.75,-149.2833,23.64,78,98,4.91,PF,1724524139
183,port alberni,49.2413,-124.8028,20.52,72,93,4.47,CA,1724524170
184,gebeit,21.0667,36.3167,28.52,57,98,5.9,SD,1724524173
185,otelu rosu,45.5333,22.3667,22.52,39,82,2.97,RO,1724524175
186,vilyuysk,63.7553,121.6247,14.18,94,100,1.3,RU,1724524176
187,ribeira grande,38.5167,-28.7,25.22,73,20,3.6,PT,1724524178
188,ban phai,16.06,102.731,26.9,82,100,2.92,TH,1724524182
189,usinsk,65.9939,57.5281,16.1,62,64,4.0,RU,1724524179
190,sidi ifni,29.3797,-10.173,21.91,79,12,3.16,MA,1724524184
191,tadine,-21.55,167.8833,18.99,85,0,3.85,NC,1724524186
192,smithers,54.7804,-127.1743,17.18,59,20,0.0,CA,1724524135
193,tutoia,-2.7619,-42.2744,28.68,65,34,6.68,BR,1724524188
194,sao tome,0.3365,6.7273,24.39,82,64,2.68,ST,1724524189
195,hojai,26.0,92.8667,25.55,93,37,0.66,IN,1724524190
196,iringa,-7.7667,35.7,14.23,68,54,4.64,TZ,1724524192
197,el nido,11.1858,119.3956,25.64,93,98,1.59,PH,1724524193
198,touros,-5.1989,-35.4608,28.05,58,8,8.22,BR,1724524194
199,westport,41.1415,-73.3579,27.93,55,0,3.6,US,1724524196
200,leava,-14.3,-178.1667,26.39,77,100,10.84,WF,1724524197
201,pingdu,36.7844,119.9464,24.92,90,76,1.74,CN,1724524198
202,saurimo,-9.6608,20.3916,22.62,21,46,1.66,AO,1724524199
203,la passe,45.5549,-0.8967,19.18,75,48,6.07,FR,1724524201
204,alice springs,-23.7,133.8833,20.75,43,23,3.09,AU,1724523609
205,portland,45.5234,-122.6762,19.25,76,75,2.57,US,1724523748
206,pimentel,-6.8367,-79.9342,21.16,64,0,6.69,PE,1724523911
207,kertih,4.5141,103.4483,23.01,100,99,1.03,MY,1724524206
208,zonguldak,41.25,31.8333,17.74,92,0,0.24,TR,1724524207
209,santa marta,11.2408,-74.199,32.03,74,40,3.09,CO,1724524208
210,huarmey,-10.0681,-78.1522,19.92,70,11,4.14,PE,1724524209
211,rosarito,32.3333,-117.0333,26.51,63,0,5.44,MX,1724524210
212,pandan,14.0453,124.1694,26.63,88,100,2.31,PH,1724524212
213,rehoboth,-23.3167,17.0833,16.39,17,0,4.49,NA,1724524213
214,desaguadero,-16.5656,-69.0417,14.33,34,7,6.65,PE,1724524215
215,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,100,100,2.0,RU,1724524073
216,paita,-5.0892,-81.1144,20.84,71,8,7.3,PE,1724524218
217,nova olimpia,-14.7972,-57.2881,35.31,27,18,3.83,BR,1724524012
218,tiznit,29.5833,-9.5,24.76,54,0,2.02,MA,1724524220
219,alamosa,37.4695,-105.87,23.99,35,75,5.14,US,1724524222
220,nemuro,43.3236,145.575,16.91,88,59,4.13,JP,1724524223
221,slave lake,55.2834,-114.769,16.99,88,100,2.06,CA,1724524224
222,kailua-kona,19.6406,-155.9956,27.98,82,20,2.06,US,1724524159
223,badger,64.8,-147.5333,8.33,86,75,2.57,US,1724524081
224,aykol,38.1751,77.2132,24.0,42,33,3.18,CN,1724524228
225,carbonear,47.7332,-53.2148,22.35,68,0,6.38,CA,1724524229
226,carnarvon,-24.8667,113.6333,19.62,63,91,6.08,AU,1724523634
227,wailua homesteads,22.0669,-159.378,23.96,94,73,0.89,US,1724524043
228,palikir - national government center,6.9248,158.1611,24.41,94,100,1.03,FM,1724524088
229,sumberpucung,-8.1586,112.4829,19.79,91,100,0.3,ID,1724524234
230,sanctuary point,-35.1114,150.629,15.84,74,100,2.85,AU,1724524235
231,vadso,70.0744,29.7487,16.09,82,20,4.12,NO,1724523823
232,klaksvik,62.2266,-6.589,10.75,81,95,3.36,FO,1724524237
233,hadibu,12.65,54.0333,26.52,76,97,6.62,YE,1724524239
234,ola,59.5833,151.2833,11.94,59,100,1.95,RU,1724524240
235,susuman,62.7833,148.1667,9.34,64,66,1.26,RU,1724524211
236,paciran,-6.8767,112.3761,24.49,77,71,2.59,ID,1724524242
237,aykhal,66.0,111.5,10.43,90,100,7.09,RU,1724523665
238,saint-philippe,-21.3585,55.7679,18.83,68,32,5.97,RE,1724524245
239,patterson,37.4716,-121.1297,24.41,57,22,2.26,US,1724524076
240,cole harbour,44.6724,-63.4751,27.32,50,50,6.69,CA,1724524248
241,zarasai,55.7333,26.25,16.73,85,5,0.97,LT,1724524250
242,nadi,-17.8,177.4167,22.0,78,75,1.03,FJ,1724523700
243,huicungo,-7.2833,-76.8,35.14,41,40,2.06,PE,1724524252
244,greenland,43.0362,-70.8328,28.49,51,40,3.09,US,1724524253
245,manggar,-2.8833,108.2667,26.46,79,100,3.85,ID,1724524254
246,forster,-32.1667,152.5167,18.04,70,100,2.67,AU,1724524256
247,taichung,24.1469,120.6839,26.14,93,40,1.54,TW,1724524257
248,banda aceh,5.5577,95.3222,26.32,80,100,2.53,ID,1724524258
249,petukhovo,55.0692,67.9019,11.27,91,100,6.72,RU,1724524259
250,new plymouth,-39.0667,174.0833,12.12,100,100,3.33,NZ,1724524261
251,hermanus,-34.4187,19.2345,8.78,80,1,5.28,ZA,1724524262
252,dzerzhinskoye,56.8344,95.2283,15.49,86,100,2.12,RU,1724524264
253,berezovyy,51.6667,135.7,10.54,91,39,1.41,RU,1724524266
254,suva,-18.1416,178.4415,23.71,88,40,3.09,FJ,1724524267
255,dawesville,30.9224,-84.0091,30.23,65,75,3.13,US,1724524268
256,caleta de carquin,-11.0925,-77.6267,18.73,72,19,4.18,PE,1724524269
257,okha,53.5739,142.9478,11.57,84,0,5.55,RU,1724524271
258,bubaque,11.2833,-15.8333,27.96,83,100,3.04,GW,1724523811
259,ancud,-41.8697,-73.8203,8.6,70,98,2.47,CL,1724523695
260,sirsi,14.6167,74.85,21.09,98,100,3.72,IN,1724524276
261,porto novo,6.4965,2.6036,24.9,86,24,2.4,BJ,1724524279
262,palmas,-10.2128,-48.3603,34.93,26,0,3.6,BR,1724523719
263,maun,-19.9833,23.4167,19.98,32,0,0.51,BW,1724524155
264,nabire,-3.3667,135.4833,23.56,95,92,1.55,ID,1724524283
265,pacific grove,36.6177,-121.9166,23.56,69,0,4.12,US,1724524239
266,seondha,26.1578,78.7797,26.24,87,36,6.01,IN,1724524286
267,esmeraldas,-19.7625,-44.3139,31.95,15,1,3.25,BR,1724524287
268,viedma,-40.8135,-62.9967,11.02,49,40,4.41,AR,1724524288
269,den burg,53.0542,4.7972,15.99,94,100,4.12,NL,1724524290
270,daru,-9.0763,143.2092,24.79,87,100,8.53,PG,1724524291
271,walvis bay,-22.9575,14.5053,14.8,73,1,8.14,NA,1724523713
272,bandarbeyla,9.4942,50.8122,25.52,81,91,12.54,SO,1724524294
273,nyurba,63.2842,118.3319,14.2,99,100,2.26,RU,1724524297
274,i-n-salah,27.1935,2.4607,38.9,12,0,5.04,DZ,1724524298
275,el granada,37.5027,-122.4694,22.78,73,100,5.14,US,1724524300
276,katabu,-4.9333,122.5167,22.67,91,96,0.74,ID,1724524301
277,horqueta,-23.3428,-57.0597,22.22,30,0,4.95,PY,1724524302
278,sinabang,2.4803,96.3801,25.21,86,100,1.56,ID,1724524303
279,dalandzadgad,43.5708,104.425,19.16,51,100,4.4,MN,1724524304
280,vila franca do campo,37.7167,-25.4333,25.23,59,1,2.6,PT,1724523913
281,taoudenni,22.6783,-3.9836,41.22,19,7,5.53,ML,1724524307
282,yendi,9.4427,-0.0099,23.72,93,90,1.59,GH,1724524308
283,narvik,68.4384,17.4272,12.43,92,88,6.43,NO,1724524309
284,torrevieja,37.9787,-0.6822,28.34,80,0,1.79,ES,1724524311
285,oyon,-10.6681,-76.7731,14.17,32,92,4.39,PE,1724524312
286,lapa,-25.7697,-49.7158,12.96,97,100,2.24,BR,1724524313
287,kendari,-3.945,122.4989,22.45,93,89,1.5,ID,1724524155
288,puerto armuelles,8.2833,-82.8667,28.38,73,100,1.79,PA,1724524278
289,gamba,-2.65,10.0,22.91,85,4,3.26,GA,1724524317
290,hamilton,39.1834,-84.5333,33.28,46,20,2.68,US,1724524251
291,tarauaca,-8.1614,-70.7656,38.31,25,87,2.01,BR,1724524319
292,nikolayevsk-on-amure,53.1406,140.73,9.23,72,4,2.17,RU,1724524320
293,phan thiet,10.9333,108.1,24.91,90,87,1.87,VN,1724524322
294,san pedro pochutla,15.7333,-96.4667,34.28,48,11,3.51,MX,1724524261
295,hotan,37.0997,79.9269,25.43,37,4,3.35,CN,1724524324
296,novaya igirma,57.1334,103.9112,11.47,83,14,0.78,RU,1724524325
297,gurupi,-11.7292,-49.0686,36.91,14,4,2.74,BR,1724524327
298,bengkulu,-3.8004,102.2655,23.14,93,48,2.23,ID,1724524328
299,menongue,-14.6585,17.691,17.27,22,0,2.22,AO,1724524329
300,boa vista,2.8197,-60.6733,33.99,46,40,3.09,BR,1724524250
301,vega de alatorre,20.0333,-96.6333,30.09,65,10,4.48,MX,1724524331
302,washington,47.5001,-120.5015,13.65,77,100,1.64,US,1724524050
303,sitka,57.0531,-135.33,13.94,88,75,0.0,US,1724524106
304,curillo,1.0333,-75.9191,33.09,48,45,0.91,CO,1724524335
305,jamestown,42.097,-79.2353,26.68,37,0,3.58,US,1724524065
306,pingnan,23.5543,110.3976,25.91,89,16,0.68,CN,1724524338
307,port alfred,-33.5906,26.891,14.54,87,30,3.99,ZA,1724523793
308,rio grande,-32.035,-52.0986,11.06,61,100,6.78,BR,1724524323
309,tralee,52.2704,-9.7026,13.14,76,75,3.09,IE,1724524341
310,samarinda,-0.5,117.15,23.61,92,100,1.14,ID,1724524342
311,geraldton,-28.7667,114.6,15.23,77,75,3.09,AU,1724524294
312,singkil,-7.9855,111.4161,21.44,93,100,2.37,ID,1724524345
313,yeniseysk,58.4497,92.1703,14.02,94,100,2.4,RU,1724524219
314,strazhitsa,43.2333,25.9667,24.89,28,96,3.29,BG,1724524347
315,newman,37.3138,-121.0208,23.92,57,28,0.89,US,1724524186
316,sao gabriel da cachoeira,-0.1303,-67.0892,33.89,59,40,1.54,BR,1724524350
317,anamur,36.0751,32.8369,28.64,62,0,5.17,TR,1724524351
318,curvelo,-18.7564,-44.4308,33.9,13,3,1.81,BR,1724524352
319,bardai,11.65,7.2333,22.89,85,100,3.08,NG,1724524282
320,ambon,-3.6954,128.1814,26.6,95,100,3.88,ID,1724524355
321,dakhla,23.6848,-15.958,23.01,73,0,10.29,EH,1724524295
322,selfoss,63.9331,-20.9971,8.36,75,100,5.52,IS,1724524282
323,kialla,-36.4161,145.3954,12.3,70,100,4.95,AU,1724524358
324,beira,-19.8436,34.8389,21.05,83,0,4.12,MZ,1724524360
325,toropets,56.4978,31.6353,16.95,84,24,2.31,RU,1724524361
326,lazaro cardenas,17.9583,-102.2,29.57,64,100,2.74,MX,1724524251
327,saint-joseph,-21.3667,55.6167,19.21,69,32,3.9,RE,1724524363
328,puerto ayacucho,5.6639,-67.6236,25.68,89,100,2.73,VE,1724524365
329,fortuna,40.5982,-124.1573,19.08,84,40,0.0,US,1724524144
330,saint-pierre,-21.3393,55.4781,19.82,68,100,2.57,RE,1724524079
331,castres,43.5833,2.1667,21.12,94,75,8.75,FR,1724524368
332,dompu,-8.5356,118.4622,21.47,99,13,0.83,ID,1724524369
333,souran,35.2916,36.7488,25.35,68,0,3.93,SY,1724524371
334,saldanha,-33.0117,17.9442,12.03,80,1,2.57,ZA,1724524042
335,visby,57.6409,18.296,19.12,63,40,5.14,SE,1724524373
336,midland,31.9974,-102.0779,36.46,25,0,5.66,US,1724524299
337,kukmor,56.1855,50.8944,16.58,74,100,2.11,RU,1724524375
338,nouadhibou,20.931,-17.0347,24.99,65,38,9.77,MR,1724524377
339,plettenberg bay,-34.0527,23.3716,14.94,76,81,5.4,ZA,1724524378
340,lander,42.833,-108.7307,28.45,16,0,4.63,US,1724524275
341,darlowo,54.421,16.4107,23.22,65,0,6.23,PL,1724524380
342,el fasher,13.6279,25.3494,27.09,65,100,7.64,SD,1724524383
343,siguiri,11.6667,-9.5,24.05,89,88,1.19,GN,1724524385
344,bureya,49.8133,129.8131,14.72,91,45,4.89,RU,1724524387
345,san vicent del raspeig,38.3964,-0.5255,28.0,82,20,4.12,ES,1724524388
346,colonia general alfredo stroessner,-25.3667,-55.7,15.96,44,5,4.35,PY,1724524389
347,enoch,37.7733,-113.0244,26.14,22,0,12.35,US,1724524390
348,uturoa,-16.7333,-151.4333,25.87,79,85,7.49,PF,1724524381
349,luwuk,-0.9516,122.7875,21.67,83,77,2.06,ID,1724524393
350,daanbantayan,11.2505,124.0,27.31,82,100,3.87,PH,1724524394
351,thunder bay,48.4001,-89.3168,26.95,57,40,4.63,CA,1724524241
352,coari,-4.085,-63.1414,37.67,24,81,1.45,BR,1724524397
353,nar'yan-mar,67.6713,53.087,16.68,76,95,3.83,RU,1724524398
354,mossel bay,-34.1831,22.146,13.96,71,34,5.81,ZA,1724524379
355,posto fiscal rolim de moura,-13.0833,-62.2667,38.76,19,71,2.13,BR,1724524400
356,hargeysa,9.56,44.065,24.08,50,89,9.18,SO,1724524401
357,turpan,42.9333,89.1667,33.96,18,0,0.91,CN,1724524288
358,revda,56.801,59.9303,9.01,92,19,1.54,RU,1724524404
359,lihue,21.9789,-159.3672,24.3,94,69,6.68,US,1724524037
360,shobara,34.85,133.0167,23.17,96,8,0.47,JP,1724524406
361,cockburn town,21.4612,-71.1419,28.66,75,0,7.73,TC,1724524254
362,yacimiento rio turbio,-51.5732,-72.3508,5.66,57,40,1.03,AR,1724524410
363,naze,28.3667,129.4833,25.51,83,74,1.44,JP,1724524411
364,bloemfontein,-29.1211,26.214,17.71,25,0,3.6,ZA,1724524412
365,bel ombre,-4.6167,55.4167,25.91,89,40,2.57,SC,1724524414
366,benguela,-12.5763,13.4055,20.37,84,78,1.68,AO,1724524415
367,san mariano,7.5,126.0,22.96,93,99,1.21,PH,1724524416
368,neyshabur,36.2133,58.7958,26.51,19,0,1.96,IR,1724524417
369,ares,-6.1944,-35.1603,26.82,63,8,6.33,BR,1724524419
370,kenai,60.5544,-151.2583,10.64,89,100,0.0,US,1724524420
371,guilin,25.2819,110.2864,26.06,89,6,0.58,CN,1724524403
372,goulburn,-34.75,149.7167,11.55,93,100,0.89,AU,1724524202
373,weno,7.4515,151.8468,25.97,94,75,2.06,FM,1724524166
374,farkhar,36.5729,69.8578,17.21,34,0,0.79,AF,1724524425
375,kununurra,-15.7667,128.7333,19.99,83,3,0.0,AU,1724524410
376,belyy yar,53.6039,91.3903,18.94,82,20,2.0,RU,1724524241
377,kirtland,36.7342,-108.3598,25.92,53,40,3.09,US,1724524185
378,yuzhno-kurilsk,44.0306,145.8556,15.74,89,7,1.67,RU,1724524430
379,chernyshevskiy,63.0128,112.4714,10.2,95,28,2.43,RU,1724524432
380,troitsko-pechorsk,62.7084,56.1964,11.06,85,11,1.65,RU,1724524433
381,rengasdengklok,-6.1592,107.2981,23.51,80,100,1.37,ID,1724524435
382,pyt-yakh,60.7499,72.8582,11.29,88,100,4.16,RU,1724524436
383,gorgan,36.8387,54.4348,24.98,83,0,0.0,IR,1724524437
384,darwin,-12.4611,130.8418,24.99,88,40,0.51,AU,1724524438
385,pavlogradka,54.2024,73.5592,12.9,93,90,5.21,RU,1724524439
386,yazoo city,32.8551,-90.4056,34.5,21,2,3.2,US,1724524441
387,monrovia,6.3005,-10.7969,24.85,89,100,7.63,LR,1724524323
388,vorkuta,67.5,64.0,10.89,86,54,3.36,RU,1724524443
389,acapulco de juarez,16.8634,-99.8901,30.9,70,20,5.14,MX,1724524085
390,vernon,50.2581,-119.2691,15.97,66,100,1.03,CA,1724524446
391,lulea,65.5842,22.1547,16.04,55,0,5.14,SE,1724524180
392,baihe,22.15,107.2333,24.46,93,77,0.75,CN,1724524448
393,tannum sands,-23.9504,151.3693,16.94,94,20,2.06,AU,1724524449
394,tazovsky,67.4667,78.7,8.59,85,14,2.72,RU,1724524274
395,egilsstadir,65.2653,-14.3948,8.95,87,100,4.63,IS,1724524452
396,novozybkov,52.5396,31.9275,19.72,49,98,1.5,RU,1724524454
397,ha'il,27.5219,41.6907,38.01,15,0,3.09,SA,1724524173
398,kapa'a,22.0752,-159.319,27.18,87,75,9.26,US,1724524325
399,tamanrasset,22.785,5.5228,23.95,57,40,6.17,DZ,1724524458
